wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,address,date,location
187.71,9.7,13.2,16.4,19.3,2021-02-18,,,36.3,5.1,1613606400000,0.2,,Rain Showers,,1017.2,,-3.7,39.36,4.17,51.8,"Rain, Partially cloudy",2.8,,"36.138802,33.267837",2021-02-18,yenikas
141.38,7.6,9.7,16.4,18.4,2021-02-17,,,54.1,5.9,1613520000000,2.8,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1007,,-6.5,36.85,8.33,55.4,"Rain, Partially cloudy",2.9,,"36.138802,33.267837",2021-02-17,yenikas
184.96,9.9,13.2,14.2,19.4,2021-02-16,,,83.9,5.6,1613433600000,23.31,,"Thunderstorm, Rain Showers, Sky Coverage Increasing, Sky Unchanged",,1004.3,,3.4,64.47,26.09,50,"Rain, Overcast",3.5,,"36.138802,33.267837",2021-02-16,yenikas
188.42,14.2,17.5,13.1,12.9,2021-02-15,,,62.1,11.5,1613347200000,40.35,,"Rain Showers, Sky Coverage Increasing",,1011.6,,9.2,72.43,16.67,14.8,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-02-15,yenikas
148.58,15.3,18.6,16.4,14.8,2021-02-14,,,33.3,11.7,1613260800000,0,,,,1016.4,,9.1,66.53,0,20.5,Partially cloudy,,,"36.138802,33.267837",2021-02-14,yenikas
148.87,16.4,19,16.6,13.6,2021-02-13,,,34.4,12.9,1613174400000,0,,,,1018.5,,9.5,64.41,0,31.7,Partially cloudy,,,"36.138802,33.267837",2021-02-13,yenikas
,,,,,2021-02-12,,,,,1613088000000,0,,,,,,,,,,,,,"36.138802,33.267837",2021-02-12,yenikas
,12.2,12.2,17,5.9,2021-02-11,,,20.6,12.2,1613001600000,0,,,,1020,,4.6,59.66,0,13,Clear,,,"36.138802,33.267837",2021-02-11,yenikas
212.92,16.8,19.7,16.6,17.3,2021-02-10,,,36.5,12.2,1612915200000,0,,,,1019.4,,9,60.21,0,13,Partially cloudy,,,"36.138802,33.267837",2021-02-10,yenikas
112.38,15.9,19.8,16.1,14.8,2021-02-09,,,36.7,12.6,1612828800000,0,,,,1020.9,,9.7,66.94,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-02-09,yenikas
136.18,15.7,18.3,16.4,18.1,2021-02-08,,,65.3,12.2,1612742400000,0,,,,1022.3,,10.9,73.24,0,11.2,Partially cloudy,,,"36.138802,33.267837",2021-02-08,yenikas
167.04,15.7,19.1,16.4,17.9,2021-02-07,,,45.5,11.9,1612656000000,0,,,,1021.6,,10.5,71.37,0,13,Partially cloudy,,,"36.138802,33.267837",2021-02-07,yenikas
166.71,16.3,20.2,16.3,13.7,2021-02-06,,,7.8,12.4,1612569600000,0,,,,1019.8,,8.3,59.67,0,16.6,Clear,,,"36.138802,33.267837",2021-02-06,yenikas
161.17,17.1,22.5,16.3,13,2021-02-05,,,3.9,12.8,1612483200000,0,,,,1017.6,,7.9,55.13,0,29.5,Clear,,,"36.138802,33.267837",2021-02-05,yenikas
220.57,16.9,21,16.3,14.8,2021-02-04,,,42.4,13.1,1612396800000,0,,,,1014.9,,9.1,60.48,0,25.9,Partially cloudy,,,"36.138802,33.267837",2021-02-04,yenikas
104.09,16.9,19.8,16.3,25.3,2021-02-03,,,59.5,13.9,1612310400000,1.6,,"Rain Showers, Sky Coverage Increasing",,1015.8,,9.8,62.83,12.5,20.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-02-03,yenikas
112.36,15.9,19.2,15.7,25.7,2021-02-02,,,55.4,11.8,1612224000000,0,,,,1019.3,,8.5,61.75,0,24.1,Partially cloudy,,,"36.138802,33.267837",2021-02-02,yenikas
99.58,14.7,16.9,16.3,37.3,2021-02-01,,,45.1,10.6,1612137600000,0,,,,1021.4,,8.2,65.51,0,22.3,Partially cloudy,,,"36.138802,33.267837",2021-02-01,yenikas
171,15.4,19,16.1,22.5,2021-01-31,,,40.7,12.5,1612051200000,41,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1015,,8.8,65.53,8.33,24.1,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-01-31,yenikas
182.25,12.3,16.7,13.5,24.1,2021-01-30,,,75.5,9.3,1611964800000,79.49,,"Lightning Without Thunder, Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1011.2,,5.5,64.97,16.67,25.9,"Rain, Overcast",8.3,,"36.138802,33.267837",2021-01-30,yenikas
221.58,11.3,14.4,15.6,18.9,2021-01-29,,,49.5,7.5,1611878400000,8.6,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1012.7,,0.6,49.72,8.33,38.9,"Rain, Partially cloudy",6.8,,"36.138802,33.267837",2021-01-29,yenikas
229.22,11.7,14.2,15,20.2,2021-01-28,,,72.5,7.8,1611792000000,7.37,,"Rain Showers, Sky Coverage Increasing",,1011.8,,2.3,53.87,16.67,31.7,"Rain, Partially cloudy",7.5,,"36.138802,33.267837",2021-01-28,yenikas
149.48,14.7,18.8,14.7,41.3,2021-01-27,,,73.8,11.6,1611705600000,9.48,,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Increasing",,1009.7,,6.5,59.21,12.5,33.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-01-27,yenikas
239.96,12.9,15.1,16,11.2,2021-01-26,,,82,11.2,1611619200000,4,,"Rain Showers, Sky Coverage Increasing",,1020.4,,7.8,71,4.17,9.4,"Rain, Overcast",,,"36.138802,33.267837",2021-01-26,yenikas
99.33,12.6,15.3,16.2,11.2,2021-01-25,,,64.7,9.7,1611532800000,5.4,,"Rain Showers, Sky Coverage Increasing",,1021.5,,4.3,57.74,12.5,16.6,"Rain, Partially cloudy",8.7,,"36.138802,33.267837",2021-01-25,yenikas
68.58,12.4,16.3,16.4,18.6,2021-01-24,,,26,9.2,1611446400000,0,,,,1021.7,,3.3,54.45,0,22.3,Partially cloudy,8.2,,"36.138802,33.267837",2021-01-24,yenikas
58.33,11.8,15.5,16.4,22.3,2021-01-23,,,24.8,8.6,1611360000000,0,,,,1023.3,,2.9,54.76,0,20.5,Clear,7.6,,"36.138802,33.267837",2021-01-23,yenikas
95.3,11.3,14.9,16.4,12.3,2021-01-22,,,46.4,7.2,1611273600000,0,,,,1028.3,,2.9,56.79,0,18.4,Partially cloudy,5.6,,"36.138802,33.267837",2021-01-22,yenikas
109.83,10.3,14.5,16.4,10.1,2021-01-21,,,26.1,6.5,1611187200000,3.2,,,,1030.8,,-0.2,49.2,4.17,42.5,"Rain, Partially cloudy",4.7,,"36.138802,33.267837",2021-01-21,yenikas
218.09,8.5,11.9,17.1,23.3,2021-01-20,,,26.6,5,1611100800000,3,,"Rain Showers, Sky Unchanged",,1022.4,,-7.4,33.49,4.35,53.6,"Rain, Partially cloudy",3.2,,"36.138802,33.267837",2021-01-20,yenikas
241.86,9.4,13,19,26.2,2021-01-19,,,63.8,5.9,1611014400000,15,,"Rain Showers, Sky Coverage Increasing, Sky Unchanged",,1014.5,,1.5,59.88,18.18,42.5,"Rain, Partially cloudy",4.2,,"36.138802,33.267837",2021-01-19,yenikas
300.59,11.1,14.2,19,13.6,2021-01-18,,,65.5,6.4,1610928000000,6.4,,Rain Showers,,1013.5,,-1.2,44.58,13.64,33.5,"Rain, Partially cloudy",5.5,,"36.138802,33.267837",2021-01-18,yenikas
269.41,13.8,16.7,18.6,18.4,2021-01-17,,,75,9.6,1610841600000,19.62,,"Rain Showers, Sky Coverage Increasing",,1004.2,,5,56.89,18.18,31.7,"Rain, Partially cloudy",9.1,,"36.138802,33.267837",2021-01-17,yenikas
270.73,11.6,13.4,11.1,8.2,2021-01-16,,,89.8,11,1610755200000,84.68,,"Rain Showers, Sky Coverage Increasing",,1007.8,,10.8,95.4,27.27,13,"Rain, Overcast",,,"36.138802,33.267837",2021-01-16,yenikas
274.55,13.6,18.4,17,16,2021-01-15,,,63,9.1,1610668800000,52.92,,Rain Showers,,1011.1,,7.1,66.93,13.64,35.3,"Rain, Partially cloudy",8.8,,"36.138802,33.267837",2021-01-15,yenikas
313.14,13.1,15.9,18.7,8.2,2021-01-14,,,69.2,9.5,1610582400000,6.41,,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1004.4,,7.5,68.84,9.09,27.7,"Rain, Partially cloudy",8.8,,"36.138802,33.267837",2021-01-14,yenikas
240,16.3,19.4,18.4,19.5,2021-01-13,,,84.4,12.2,1610496000000,33.94,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1006.4,,10.8,69.93,18.18,24.1,"Rain, Overcast",,,"36.138802,33.267837",2021-01-13,yenikas
200.91,17,20.3,20,16,2021-01-12,,,77.6,14.1,1610409600000,0,,,,1020.4,,10.4,65.52,0,13,Overcast,,,"36.138802,33.267837",2021-01-12,yenikas
324.29,16.4,19.4,20,6.5,2021-01-11,,,73.1,13.4,1610323200000,0,,,,1024.6,,10.7,69.09,0,18.4,Partially cloudy,,,"36.138802,33.267837",2021-01-11,yenikas
281.59,16.7,20.9,20,7,2021-01-10,,,56.5,13.6,1610236800000,0,,,,1022.9,,8.3,58.3,0,13,Partially cloudy,,,"36.138802,33.267837",2021-01-10,yenikas
248.86,16.8,20.2,20,12.6,2021-01-09,,,61.1,13.5,1610150400000,0,,,,1020.9,,8.3,57.56,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-01-09,yenikas
252.59,16.3,19.9,20,11.8,2021-01-08,,,61,13.3,1610064000000,0,,,,1021.3,,8.2,59.16,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-01-08,yenikas
253.82,16.5,20.9,20,8.7,2021-01-07,,,32.6,13.3,1609977600000,0,,,,1022.1,,7.7,56.72,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-01-07,yenikas
256.32,16.6,19.7,20,12.6,2021-01-06,,,72.9,13,1609891200000,0,,,,1023.3,,7.2,54.24,0,16.9,Partially cloudy,,,"36.138802,33.267837",2021-01-06,yenikas
258.73,16.6,19.7,20,21.8,2021-01-05,,,63.8,13,1609804800000,0,,,,1020.5,,6.8,52.65,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-01-05,yenikas
256.32,16.8,20.8,20,18.2,2021-01-04,,,46.1,13.4,1609718400000,0,,,,1019.8,,7.2,53.67,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-01-04,yenikas
277.23,17,21.5,20,7.8,2021-01-03,,,50.5,13,1609632000000,0,,,,1021,,6.8,51.44,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-01-03,yenikas
308.36,16.6,21,20,6.5,2021-01-02,,,35,13.7,1609545600000,0,,,,1021.6,,6.6,51.83,0,18.4,Partially cloudy,,,"36.138802,33.267837",2021-01-02,yenikas
267.14,16.2,19.7,20,11.8,2021-01-01,,,39.4,12.9,1609459200000,0,,,,1019.7,,6.4,52.7,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-01-01,yenikas
227.35,15.9,19.8,20,19.1,2020-12-31,,,3.5,11.2,1609372800000,0,,,,1018.9,,6.9,55.81,0,24.1,Clear,,,"36.138802,33.267837",2020-12-31,yenikas
253.81,16.1,20.2,20,10,2020-12-30,,,0,12.4,1609286400000,0,,,,1021.2,,5.9,51.37,0,14.8,Clear,,,"36.138802,33.267837",2020-12-30,yenikas
204.44,16,18.8,20,16,2020-12-29,,,50.3,13.2,1609200000000,0,,,,1022.1,,5.5,50.05,0,14.8,Partially cloudy,,,"36.138802,33.267837",2020-12-29,yenikas
235.63,15.2,18.6,20,23.1,2020-12-28,,,54.5,11.2,1609113600000,0,,,,1021.2,,3.8,46.7,0,16.6,Partially cloudy,,,"36.138802,33.267837",2020-12-28,yenikas
227.88,14.9,18.3,20,22.8,2020-12-27,,,26.7,10.8,1609027200000,0,,,,1022.7,,4.4,49.82,0,22.3,Partially cloudy,,,"36.138802,33.267837",2020-12-27,yenikas
188.31,15.4,17.6,20,22,2020-12-26,,,40.1,12.2,1608940800000,0,,,,1024.1,,5.3,51.87,0,24.1,Partially cloudy,,,"36.138802,33.267837",2020-12-26,yenikas
240.19,14.1,17.5,20,7.8,2020-12-25,,,37.4,10.2,1608854400000,0,,,,1023.2,,5.8,57.93,0,16.6,Partially cloudy,,,"36.138802,33.267837",2020-12-25,yenikas
272.63,13.5,17,20,13.1,2020-12-24,,,5.1,9.9,1608768000000,0,,,,1020.5,,2.8,49.26,0,33.5,Clear,9.2,,"36.138802,33.267837",2020-12-24,yenikas
300.25,14.5,17.7,20,14.6,2020-12-23,,,24.4,10.9,1608681600000,0,,,,1017.7,,5.4,54.88,0,37.1,Clear,,,"36.138802,33.267837",2020-12-23,yenikas
319.94,14.9,18.5,19.8,7.6,2020-12-22,,,61.8,12.7,1608595200000,0.7,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1019.2,,7.8,62.96,6.25,33.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-12-22,yenikas
251.38,15,18.4,20,7.8,2020-12-21,,,58.3,11.5,1608508800000,0,,,,1022.9,,6.7,58.13,0,14.8,Partially cloudy,,,"36.138802,33.267837",2020-12-21,yenikas
262.56,15.5,19.1,20,9.1,2020-12-20,,,27.1,12.8,1608422400000,0,,,,1023.9,,7.3,58.95,0,25.9,Partially cloudy,,,"36.138802,33.267837",2020-12-20,yenikas
297.25,16.4,19.7,20,6.5,2020-12-19,,,50.3,13.3,1608336000000,0,,,,1023,,8,58.35,0,31.7,Partially cloudy,,,"36.138802,33.267837",2020-12-19,yenikas
260.86,16.1,19.8,19.6,8,2020-12-18,,,36.4,13.1,1608249600000,0,,,,1021.4,,8.9,62.7,0,35.3,Partially cloudy,,,"36.138802,33.267837",2020-12-18,yenikas
299.75,17.1,20.4,20,12,2020-12-17,,,25,13.3,1608163200000,0,,,,1019.6,,8.9,58.63,0,29.5,Clear,,,"36.138802,33.267837",2020-12-17,yenikas
271.75,16.7,20.5,20,7.3,2020-12-16,,,44.9,13.2,1608076800000,0,,,,1014.7,,9.9,64.72,0,16.6,Partially cloudy,,,"36.138802,33.267837",2020-12-16,yenikas
135.25,15.7,18.3,17.9,19.5,2020-12-15,,,89.7,12.7,1607990400000,22.02,,"Thunderstorm, Rain Showers, Sky Coverage Increasing",,1008.4,,10.2,71,18.75,29.5,"Rain, Overcast",,,"36.138802,33.267837",2020-12-15,yenikas
107.75,15.8,18.3,14,30.8,2020-12-14,,,88,12.7,1607904000000,22.87,,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",,1006.9,,11,73.17,25,53.6,"Rain, Overcast",,,"36.138802,33.267837",2020-12-14,yenikas
136.5,15.8,18.2,16.9,26.8,2020-12-13,,,89.4,14.4,1607817600000,8.35,,"Thunderstorm, Rain Showers, Light Rain, Sky Coverage Increasing",,1013.5,,11.7,76.56,18.75,38.9,"Rain, Overcast",,,"36.138802,33.267837",2020-12-13,yenikas
109.44,16,17.1,17.2,32.1,2020-12-12,,,84.5,14.1,1607731200000,16.6,,"Thunderstorm, Rain Showers, Sky Coverage Increasing",,1014.2,,12.1,77.51,25,31.7,"Rain, Overcast",,,"36.138802,33.267837",2020-12-12,yenikas
128.31,14.6,16.5,15.5,6.5,2020-12-11,,,90,13.6,1607644800000,26.74,,"Thunderstorm, Rain Showers, Sky Coverage Increasing",,1016.6,,12.8,89.3,12.5,16.6,"Rain, Overcast",,,"36.138802,33.267837",2020-12-11,yenikas
199.56,16.2,18.8,20,8.7,2020-12-10,,,70,13.3,1607558400000,0.5,,"Rain Showers, Sky Coverage Increasing",,1020.8,,10.6,69.89,6.25,14.8,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-12-10,yenikas
232.88,15.3,18.3,19.1,8.7,2020-12-09,,,72.5,12.2,1607472000000,2.8,,"Rain Showers, Sky Coverage Increasing",,1021,,11.2,76.74,12.5,13,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-12-09,yenikas
153.81,16.9,18.6,18.5,27.3,2020-12-08,,,83.6,14.1,1607385600000,8.6,,"Rain Showers, Sky Coverage Increasing",,1016.3,,12.4,75.14,12.5,27.7,"Rain, Overcast",,,"36.138802,33.267837",2020-12-08,yenikas
252.06,16,18.7,20,10.8,2020-12-07,,,63.4,12.7,1607299200000,0,,,,1017.3,,8.9,63.09,0,18.4,Partially cloudy,,,"36.138802,33.267837",2020-12-07,yenikas
233.18,16.4,21.3,16.7,14.8,2020-12-06,,,9.3,13.4,1607212800000,0,,,,1016.4,,7.6,56.68,0,16.6,Clear,,,"36.138802,33.267837",2020-12-06,yenikas
153,16.6,20.3,14.3,25.9,2020-12-05,,,53.6,13.9,1607126400000,0,,"Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing",,1016,,8.8,60.39,0,16.6,Partially cloudy,,,"36.138802,33.267837",2020-12-05,yenikas
109.71,17.1,20.3,14.3,25.7,2020-12-04,,,63.3,14.2,1607040000000,7.1,,"Thunderstorm, Rain Showers",,1017.7,,9.1,59.84,8.7,27.7,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-12-04,yenikas
104.17,16.4,19.7,14.4,19.4,2020-12-03,,,69.7,13.9,1606953600000,4.42,,"Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Increasing",,1019.7,,10,66.09,8.33,14.8,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-12-03,yenikas
146.48,16.3,20.4,14.8,16.1,2020-12-02,,,49.2,13.6,1606867200000,0,,Lightning Without Thunder,,1017.8,,10.1,67.01,0,20.5,Partially cloudy,,,"36.138802,33.267837",2020-12-02,yenikas
109.05,15.3,18.7,14.6,19.6,2020-12-01,,,67.5,12.4,1606780800000,4.8,,"Lightning Without Thunder, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1014.9,,10.1,71.39,17.39,16.6,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-12-01,yenikas
198.36,14.6,16.2,13.5,11.2,2020-11-30,,,75.9,12.9,1606694400000,16.53,,"Thunderstorm, Rain Showers, Sky Coverage Increasing",,1016.8,,10.2,75.37,12.5,20.5,"Rain, Overcast",,,"36.138802,33.267837",2020-11-30,yenikas
139.65,17.2,21.8,15.9,11.2,2020-11-29,,,21.4,14.1,1606608000000,0,,,,1019.3,,7.3,52.99,0,24.1,Clear,,,"36.138802,33.267837",2020-11-29,yenikas
104.38,16.5,19.9,15,23.2,2020-11-28,,,57.8,13.6,1606521600000,4,,"Lightning Without Thunder, Rain Showers",,1019.6,,7.5,56.1,4.55,29.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-28,yenikas
100.04,16.4,19.2,14.7,18.8,2020-11-27,,,77,13.7,1606435200000,0.1,,"Rain Showers, Sky Coverage Increasing",,1018.5,,4.6,46.23,4.35,33.5,"Rain, Overcast",,,"36.138802,33.267837",2020-11-27,yenikas
92.96,16.4,17.7,14.7,11.5,2020-11-26,,,78.9,14.1,1606348800000,0.4,,"Rain Showers, Sky Coverage Increasing",,1013.8,,3.9,44.18,4.17,40.7,"Rain, Overcast",,,"36.138802,33.267837",2020-11-26,yenikas
136.25,15.6,17.6,14.7,14.8,2020-11-25,,,63,13.3,1606262400000,0,,,,1012,,4.6,49.01,0,31.7,Partially cloudy,,,"36.138802,33.267837",2020-11-25,yenikas
139.46,16.5,20.9,14.9,14.8,2020-11-24,,,36,13.4,1606176000000,0,,,,1018,,6.8,53.62,0,18.4,Partially cloudy,,,"36.138802,33.267837",2020-11-24,yenikas
166.25,17.5,21.4,14.8,22.3,2020-11-23,,,20,14.7,1606089600000,0,,,,1021.9,,8.2,55.32,0,37.1,Clear,,,"36.138802,33.267837",2020-11-23,yenikas
176.57,18.2,22.1,14.7,20.5,2020-11-22,,,28.9,15.3,1606003200000,0,,,,1021,,9.6,57.61,0,38.9,Partially cloudy,,,"36.138802,33.267837",2020-11-22,yenikas
201.09,17.2,21.1,13.8,37.1,2020-11-21,,,54,14,1605916800000,28.4,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1014.1,,11.4,69.93,12.5,27.7,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-21,yenikas
179.41,16.5,19.8,12.3,17,2020-11-20,,,77.3,14.3,1605830400000,15.02,,"Lightning Without Thunder, Thunderstorm, Rain Showers, Sky Coverage Increasing",,1009.1,,11.4,72.16,12.5,33.5,"Rain, Overcast",,,"36.138802,33.267837",2020-11-20,yenikas
117.38,18,21.5,14.1,18.4,2020-11-19,,,63.3,15.7,1605744000000,2.19,,"Lightning Without Thunder, Thunderstorm, Rain Showers, Sky Coverage Increasing",,1014,,7.8,52.79,4.17,25.9,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-19,yenikas
160.39,18.8,23.4,14.9,13,2020-11-18,,,22.9,15.7,1605657600000,0,,,,1019.8,,9.7,56.59,0,,Clear,,,"36.138802,33.267837",2020-11-18,yenikas
147.45,19.3,23.4,15.7,11,2020-11-17,,,22.5,15.8,1605571200000,0.1,,"Rain Showers, Sky Coverage Decreasing",,1021.4,,10.3,56.37,5,18.4,Rain,,,"36.138802,33.267837",2020-11-17,yenikas
183.65,18.7,22,14.9,16.6,2020-11-16,,,37.2,16,1605484800000,0,,,,1017.8,,8.5,52.09,0,,Partially cloudy,,,"36.138802,33.267837",2020-11-16,yenikas
180.04,18,21.6,14.3,16.2,2020-11-15,,,50,15,1605398400000,19,,"Lightning Without Thunder, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Decreasing",,1015.5,,9.7,58.9,8.33,50,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-15,yenikas
227.61,19.1,22.8,14.2,14.8,2020-11-14,,,62.8,17.2,1605312000000,28,,"Lightning Without Thunder, Thunderstorm, Sky Coverage Decreasing",,1018.5,,11.8,62.93,4.17,16.6,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-14,yenikas
160.79,20.1,23.9,14.6,14.8,2020-11-13,,,11.1,17.5,1605225600000,0,,,,1021.6,,11.1,56.83,0,24.1,Clear,,,"36.138802,33.267837",2020-11-13,yenikas
159.58,20.5,24.5,14.7,14.8,2020-11-12,,,17.1,17.7,1605139200000,0,,,,1020.3,,10.8,54.66,0,29.5,Clear,,,"36.138802,33.267837",2020-11-12,yenikas
166.62,20.6,25.2,14.8,14,2020-11-11,,,29.9,17,1605052800000,11,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1017.4,,11.7,57.4,8.7,35.3,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-11,yenikas
136.17,20.8,26,14.6,15,2020-11-10,,,22.9,18.1,1604966400000,10,,"Rain Showers, Sky Coverage Increasing",,1016.5,,11.3,55.56,4.17,14.8,Rain,,,"36.138802,33.267837",2020-11-10,yenikas
103.83,21.7,25.7,14.6,29.5,2020-11-09,,,42.2,17.4,1604880000000,1,,"Lightning Without Thunder, Thunderstorm, Light Rain",,1017.4,,11,51.15,4.17,22.3,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-09,yenikas
87.78,21.7,24.8,14.8,26.6,2020-11-08,,,23.3,19.1,1604793600000,0.2,,"Lightning Without Thunder, Rain Showers, Sky Coverage Increasing",,1017.6,,8.5,43.15,4.35,29.5,Rain,,,"36.138802,33.267837",2020-11-08,yenikas
71.95,21.8,24.9,15.5,18.5,2020-11-07,,,15.1,19.4,1604707200000,0,,,,1017,,7.3,39.86,0,44.6,Clear,,,"36.138802,33.267837",2020-11-07,yenikas
139.75,21.8,25.4,15.3,14.8,2020-11-06,,,48.3,16.9,1604620800000,0.5,,Sky Coverage Increasing,,1013.4,,10.3,48.36,4.76,33.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-06,yenikas
238.38,19.7,23,15.6,27.7,2020-11-05,,,31.9,15.4,1604534400000,0,,,,1009.3,,9,50.43,0,38.9,Partially cloudy,,,"36.138802,33.267837",2020-11-05,yenikas
184.35,18.3,20.9,13.9,25.9,2020-11-04,,,73.8,15.7,1604448000000,45.03,,"Lightning Without Thunder, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1011.2,,12.3,68.51,16.67,35.3,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-04,yenikas
126.55,20.8,24.9,14.3,19.9,2020-11-03,,,55.4,17.9,1604361600000,15.37,,"Lightning Without Thunder, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Increasing",,1016.4,,13,61.14,8.7,7.6,"Rain, Partially cloudy",,,"36.138802,33.267837",2020-11-03,yenikas
203.63,21.9,25.7,14.8,18.4,2020-11-02,,,24.6,19.3,1604275200000,0,,,,1016.1,,13.2,58.13,0,27.7,Clear,,,"36.138802,33.267837",2020-11-02,yenikas
218.88,21.8,25.6,14.7,14.9,2020-11-01,,,24.7,18.6,1604188800000,0.2,,,,1014.1,,13,57.69,4.17,13,Rain,,,"36.138802,33.267837",2020-11-01,yenikas
193.08,22.4,26.6,14.7,20.3,2020-10-31,,,27.2,18.9,1604102400000,0,,,,1013.9,,13.7,58.29,0,13,Partially cloudy,,,"36.138802,33.267837",2020-10-31,yenikas
186.3,22.6,26.4,14.7,17.8,2020-10-30,,,31.1,19.4,1604016000000,0,,,,1016.2,,14,58.42,0,20.5,Partially cloudy,,,"36.138802,33.267837",2020-10-30,yenikas
178.39,22.5,26.6,14.9,17,2020-10-29,,,5.1,18.8,1603929600000,0,,,,1016.9,,12.4,53.38,0,13,Clear,,,"36.138802,33.267837",2020-10-29,yenikas
197.05,23.4,27.2,15.5,17.1,2020-10-28,,28.1,38.4,20.2,1603843200000,0,,,,1015.5,,15.7,62.33,0,11.2,Partially cloudy,,,"36.138802,33.267837",2020-10-28,yenikas
168.6,25.2,29,14.9,28.2,2020-10-27,,28.9,27.6,21.4,1603756800000,0,,,,1012.2,,10.4,41.37,0,33.5,Partially cloudy,,,"36.138802,33.267837",2020-10-27,yenikas
145.32,25.1,28.8,14.9,13,2020-10-26,,29.5,24,22,1603670400000,0,,,,1013.3,,10,39.46,0,,Clear,,,"36.138802,33.267837",2020-10-26,yenikas
195.52,27.2,31.8,14.7,13,2020-10-25,,30.9,47.4,24,1603584000000,0,,,,1012.2,,9.8,34.84,0,18.4,Partially cloudy,,,"36.138802,33.267837",2020-10-25,yenikas
191.88,25.7,30.8,15.9,18.4,2020-10-24,,30.2,47.3,21.4,1603497600000,0,,,,1013.6,,11.6,42.15,0,22.3,Partially cloudy,,,"36.138802,33.267837",2020-10-24,yenikas
169.5,24.5,28.7,14.7,14.8,2020-10-23,,29.1,28.6,21.3,1603411200000,0,,,,1016.6,,13.2,50.03,0,,Partially cloudy,,,"36.138802,33.267837",2020-10-23,yenikas
196.17,24.3,28,14.7,16.8,2020-10-22,,28.6,44.5,21.1,1603324800000,0,,,,1018.7,,13.1,49.91,0,13,Partially cloudy,,,"36.138802,33.267837",2020-10-22,yenikas
231.52,24.5,28.3,14.8,18.3,2020-10-21,,28.2,42.7,21.6,1603238400000,0,,,,1017.3,,12.5,47.72,0,18.4,Partially cloudy,,,"36.138802,33.267837",2020-10-21,yenikas
210.57,24.9,27.9,15.5,22.1,2020-10-20,,28.9,42,21.9,1603152000000,0,,,,1016.8,,16.7,60.65,0,,Partially cloudy,,,"36.138802,33.267837",2020-10-20,yenikas
